Data Medicao;Hora Medicao;PRECIPITACAO TOTAL, HORARIO(mm);UMIDADE REL. MAX. NA HORA ANT. (AUT)(%);VENTO, VELOCIDADE HORARIA(m/s)
08/01/2018;700;0,8;93;0,5
08/01/2018;800;0,4;94;0,7
08/01/2018;900;0,2;94;0,8
08/01/2018;1000;0,2;94;0,8
08/01/2018;1100;0,8;92;0,8
08/01/2018;1200;0,2;92;1,6
08/01/2018;1300;0;90;1,5
08/01/2018;1400;0,4;86;1,4
08/01/2018;1500;0,2;86;1,5
08/01/2018;1600;0,4;87;1
08/01/2018;1700;2;90;2
08/01/2018;1800;1;90;2,2
08/01/2018;1900;9,2;93;3,6
08/01/2018;2000;16,2;94;1,3
08/01/2018;2100;1,2;94;0,7
08/01/2018;2200;1,2;93;1,2
08/01/2018;2300;2;93;1,3
09/01/2018;0;1;93;0,7
09/01/2018;100;0,6;94;1,3
09/01/2018;200;0,2;94;1
09/01/2018;300;0;94;1
09/01/2018;400;0;94;1
09/01/2018;500;0;94;0,7
09/01/2018;600;0;94;1,1
09/01/2018;700;0;94;1,7
09/01/2018;800;0;93;0,5
09/01/2018;900;0;93;0,8
09/01/2018;1000;0;93;0,5
09/01/2018;1100;0;90;0,6
09/01/2018;1200;0;88;1,2
09/01/2018;1300;0;85;1,2
09/01/2018;1400;0;75;2,1
09/01/2018;1500;0;68;1,5
09/01/2018;1600;0;65;1,2
09/01/2018;1700;0;63;1,7
09/01/2018;1800;0;62;3,4
09/01/2018;1900;0;68;4
09/01/2018;2000;0;69;5,2
09/01/2018;2100;0;74;1,5
09/01/2018;2200;0;74;1,9
09/01/2018;2300;0;78;3,5
10/01/2018;0;0;80;3,5
10/01/2018;100;0;82;3,1
10/01/2018;200;0;83;1,4
10/01/2018;300;0;84;2,4
10/01/2018;400;0;84;1,3
10/01/2018;500;0;88;1,2
10/01/2018;600;0;90;0,3
10/01/2018;700;0;92;1,1
10/01/2018;800;0;91;0,9
10/01/2018;900;0;91;1,5
10/01/2018;1000;0;88;0,5
10/01/2018;1100;0;84;2,5
10/01/2018;1200;0;77;5,5
10/01/2018;1300;0;68;5
10/01/2018;1400;0;63;4,1
10/01/2018;1500;0;59;3,9
10/01/2018;1600;0;56;2,7
10/01/2018;1700;0;54;2,2
10/01/2018;1800;0;55;2,6
10/01/2018;1900;0;53;2,4
10/01/2018;2000;0;52;2
10/01/2018;2100;0;60;2,2
10/01/2018;2200;0;70;4,8
10/01/2018;2300;0;73;5,3
11/01/2018;0;0;75;5,5
11/01/2018;100;0;77;4,3
11/01/2018;200;0;78;2,7
11/01/2018;300;0;80;2,1
11/01/2018;400;0;82;1
11/01/2018;500;0;87;0,8
11/01/2018;600;0;89;0,5
11/01/2018;700;0;89;0,4
11/01/2018;800;0;91;0,9
11/01/2018;900;0;91;0,5
11/01/2018;1000;0;89;2,8
11/01/2018;1100;0;84;4,5
11/01/2018;1200;0;76;3,6
11/01/2018;1300;0;75;3,7
11/01/2018;1400;0;68;2,9
11/01/2018;1500;0;62;2
11/01/2018;1600;0;56;0,9
11/01/2018;1700;0;55;3,8
11/01/2018;1800;0;63;1,4
11/01/2018;1900;0;61;1,5
11/01/2018;2000;0;60;2,4
11/01/2018;2100;0;61;5,6
11/01/2018;2200;1,4;82;7,2
11/01/2018;2300;14,2;94;1,4
12/01/2018;0;3,2;92;1,1
12/01/2018;100;3,4;92;2
12/01/2018;200;0,4;92;1
12/01/2018;300;0;91;1,2
12/01/2018;400;0;93;0,5
12/01/2018;500;0;92;1,2
12/01/2018;600;0;92;1,2
12/01/2018;700;0;92;0,9
12/01/2018;800;0;92;0,7
12/01/2018;900;0;92;0,4
12/01/2018;1000;0;91;1,3
12/01/2018;1100;0;90;1,1
12/01/2018;1200;0;87;1,4
12/01/2018;1300;0;80;0,9
12/01/2018;1400;0;73;0,9
12/01/2018;1500;0;69;3,1
12/01/2018;1600;0;72;3,8
12/01/2018;1700;0;74;2,4
12/01/2018;1800;0,2;77;0,6
12/01/2018;1900;0;72;1,1
12/01/2018;2000;0;70;0,3
12/01/2018;2100;0;73;0,6
12/01/2018;2200;0;83;1,6
12/01/2018;2300;0;87;1,2
13/01/2018;0;0;89;0,7
13/01/2018;100;0;90;2,1
13/01/2018;200;0;90;4
13/01/2018;300;0;87;1,7
13/01/2018;400;0;84;0,8
13/01/2018;500;0;85;1,8
13/01/2018;600;0;85;0,6
13/01/2018;700;0;90;0,3
13/01/2018;800;0;91;0,5
13/01/2018;900;0;92;0,4
13/01/2018;1000;0;92;0,8
13/01/2018;1100;0;88;0,8
13/01/2018;1200;0;81;0,9
13/01/2018;1300;0;73;0,8
13/01/2018;1400;0;66;1,2
13/01/2018;1500;0;65;1,3
13/01/2018;1600;0,2;75;5,3
13/01/2018;1700;10,4;92;1,1
13/01/2018;1800;0,2;90;2,8
13/01/2018;1900;0,4;90;1,4
13/01/2018;2000;0,4;86;0,8
13/01/2018;2100;0;89;1,6
13/01/2018;2200;0;91;2,1
13/01/2018;2300;0;91;1
14/01/2018;0;0;90;1,6
14/01/2018;100;0;89;0,6
14/01/2018;200;0;89;1,4
14/01/2018;300;0,4;90;1,4
14/01/2018;400;0;88;1,3
14/01/2018;500;0;91;0,7
14/01/2018;600;0;93;0,4
14/01/2018;700;0;93;0,3
14/01/2018;800;0;94;0,3
14/01/2018;900;0;94;1
14/01/2018;1000;0;93;0,3
14/01/2018;1100;0;91;0,4
14/01/2018;1200;0;86;0,3
14/01/2018;1300;0;77;1,2
14/01/2018;1400;0;73;1,7
14/01/2018;1500;0;69;1,4
14/01/2018;1600;0;57;1,6
14/01/2018;1700;0;52;2,3
14/01/2018;1800;0;47;0,9
14/01/2018;1900;0;48;1,2
14/01/2018;2000;0;71;4,4
14/01/2018;2100;0;72;1
14/01/2018;2200;0;79;0,7
14/01/2018;2300;1,8;85;3,7
15/01/2018;0;3,4;91;2,1
15/01/2018;100;3;92;1,5
15/01/2018;200;0;91;0,4
15/01/2018;300;0;93;1
15/01/2018;400;0,2;92;2
15/01/2018;500;0;93;1
15/01/2018;600;0;92;0,9
15/01/2018;700;0;91;0,9
15/01/2018;800;0;91;0,8
15/01/2018;900;0;91;0,7
15/01/2018;1000;0;90;1,6
15/01/2018;1100;0;89;1,4
15/01/2018;1200;0;82;1
15/01/2018;1300;0;73;0,8
15/01/2018;1400;0;67;1,8
15/01/2018;1500;0;61;2
15/01/2018;1600;0;59;3,4
15/01/2018;1700;0;58;3,5
15/01/2018;1800;0;50;2,1
15/01/2018;1900;0;49;1,7
15/01/2018;2000;0;57;3
15/01/2018;2100;7,2;91;10,7
15/01/2018;2200;8,6;93;3,6
15/01/2018;2300;3,4;91;2,3
16/01/2018;0;2,2;91;1,2
16/01/2018;100;3,2;93;3,6
16/01/2018;200;0,6;93;1,4
16/01/2018;300;0,2;92;1,8
16/01/2018;400;0;93;0,7
16/01/2018;500;0;92;2,2
16/01/2018;600;0;91;1,5
16/01/2018;700;0;93;1,4
16/01/2018;800;0;93;1,3
16/01/2018;900;0;93;1,4
16/01/2018;1000;0;91;0,6
16/01/2018;1100;0;87;0,7
16/01/2018;1200;0;81;1,3
16/01/2018;1300;0;77;1,8
16/01/2018;1400;0;72;1,5
16/01/2018;1500;0;60;1,5
16/01/2018;1600;0;57;1,7
16/01/2018;1700;0;51;2,9
16/01/2018;1800;0;54;2
16/01/2018;1900;0;61;5,5
16/01/2018;2000;0;67;1,7
16/01/2018;2100;0;69;1,6
16/01/2018;2200;0;78;0,7
16/01/2018;2300;0;83;0,7
17/01/2018;0;0;83;1,4
17/01/2018;100;0;83;0,3
17/01/2018;200;0;84;1,6
17/01/2018;300;0;88;1,7
17/01/2018;400;0;90;0,6
17/01/2018;500;0;92;0,4
17/01/2018;600;0;93;0,2
17/01/2018;700;0;93;0,3
17/01/2018;800;0;94;0,9
17/01/2018;900;0;94;0,6
17/01/2018;1000;0;93;0,7
17/01/2018;1100;0;88;1,3
17/01/2018;1200;0;76;1,5
17/01/2018;1300;0;69;1,3
17/01/2018;1400;0;65;1,6
17/01/2018;1500;0;61;1,5
17/01/2018;1600;0;55;1,1
17/01/2018;1700;0;49;2,5
17/01/2018;1800;0;41;1
17/01/2018;1900;0;59;3,7
17/01/2018;2000;0;54;2,2
17/01/2018;2100;0;64;3,7
17/01/2018;2200;0;64;2,2
17/01/2018;2300;0;72;1,1
18/01/2018;0;0;75;1,6
18/01/2018;100;0;78;0,9
18/01/2018;200;0;79;0,3
18/01/2018;300;0;83;0,4
18/01/2018;400;0;86;0,6
18/01/2018;500;0;88;1,1
18/01/2018;600;0;91;0,3
18/01/2018;700;0;92;0,9
18/01/2018;800;0;92;0,4
18/01/2018;900;0;92;1
18/01/2018;1000;0;92;0,4
18/01/2018;1100;0;82;1,6
18/01/2018;1200;0;74;4
18/01/2018;1300;0;65;2,8
18/01/2018;1400;0;56;2,7
18/01/2018;1500;0;47;2,8
18/01/2018;1600;0;43;3,9
18/01/2018;1700;0;41;4,1
18/01/2018;1800;0;41;4,3
18/01/2018;1900;0;41;3,4
18/01/2018;2000;0;47;0,9
18/01/2018;2100;0;63;3,7
18/01/2018;2200;0;68;1,9
18/01/2018;2300;0;71;1,7
19/01/2018;0;0;76;0,6
19/01/2018;100;0;75;0,6
19/01/2018;200;0,2;84;2,1
19/01/2018;300;0;84;0,7
19/01/2018;400;0;88;4,2
19/01/2018;500;0;80;0,8
19/01/2018;600;0;81;1
19/01/2018;700;0;85;2,2
19/01/2018;800;0;86;0,4
19/01/2018;900;0;87;0,9
19/01/2018;1000;0;89;0,8
19/01/2018;1100;0;84;0,7
19/01/2018;1200;0;76;1,2
19/01/2018;1300;0;68;0,9
19/01/2018;1400;0;57;1,7
19/01/2018;1500;0;56;1,9
19/01/2018;1600;0;50;2,2
19/01/2018;1700;0;50;2,1
19/01/2018;1800;0;60;5,4
19/01/2018;1900;0,2;75;3,8
19/01/2018;2000;2;86;2,3
19/01/2018;2100;2,4;89;1,1
19/01/2018;2200;0,4;90;1,5
19/01/2018;2300;0;89;1,1
20/01/2018;0;0;87;0,6
20/01/2018;100;0;90;1,1
20/01/2018;200;0;91;0,8
20/01/2018;300;0;92;0,8
20/01/2018;400;0;91;0,8
20/01/2018;500;0;90;0,4
20/01/2018;600;0;91;0,8
20/01/2018;700;0;91;0,6
20/01/2018;800;0;92;2,2
20/01/2018;900;0;92;1,1
20/01/2018;1000;0;91;1,1
20/01/2018;1100;0;88;0,8
20/01/2018;1200;0;83;1,2
20/01/2018;1300;0;77;2
20/01/2018;1400;0;71;1,2
20/01/2018;1500;0;68;1,1
20/01/2018;1600;0;65;1,6
20/01/2018;1700;0;59;1
20/01/2018;1800;0;59;5
20/01/2018;1900;1,6;86;5,8
20/01/2018;2000;0,4;88;1,6
20/01/2018;2100;2,2;89;1,6
20/01/2018;2200;1,8;92;1,7
20/01/2018;2300;0;92;0,9
21/01/2018;0;0;92;2,3
21/01/2018;100;0;92;0,3
21/01/2018;200;0;91;0,4
21/01/2018;300;0;92;0,9
21/01/2018;400;0;92;0,8
21/01/2018;500;0;93;1,4
21/01/2018;600;0;93;0,5
21/01/2018;700;0;92;2,4
21/01/2018;800;0;92;1,8
21/01/2018;900;0;92;1,2
21/01/2018;1000;0;91;0,5
21/01/2018;1100;0;88;0,7
21/01/2018;1200;0;85;2,1
21/01/2018;1300;0;85;1
21/01/2018;1400;0;83;2
21/01/2018;1500;0;70;2,5
21/01/2018;1600;0;64;2,1
21/01/2018;1700;0;56;1,7
21/01/2018;1800;0;48;1,8
21/01/2018;1900;0;50;2,2
21/01/2018;2000;0,4;82;4
21/01/2018;2100;0,2;81;4,8
21/01/2018;2200;0;85;4,8
21/01/2018;2300;0,2;85;1,7
22/01/2018;0;0;86;0,7
22/01/2018;100;0;91;1,1
22/01/2018;200;0;90;1
22/01/2018;300;0;88;0,9
22/01/2018;400;0;91;1,2
22/01/2018;500;0;91;0,6
22/01/2018;600;0;91;0,7
22/01/2018;700;0;92;0,8
22/01/2018;800;0;93;1,1
22/01/2018;900;0;94;0,9
22/01/2018;1000;0;94;0,7
22/01/2018;1100;0;91;1,4
22/01/2018;1200;0;84;1,6
22/01/2018;1300;0;74;2,3
22/01/2018;1400;0;67;1,9
22/01/2018;1500;0;60;2
22/01/2018;1600;0;55;1,4
22/01/2018;1700;0;53;2,2
22/01/2018;1800;3,6;79;8,3
22/01/2018;1900;12,2;88;2
22/01/2018;2000;0,6;87;2,8
22/01/2018;2100;0;88;4,1
22/01/2018;2200;0;86;2,3
22/01/2018;2300;0;83;3,1
23/01/2018;0;0;85;2,1
23/01/2018;100;0;88;1
23/01/2018;200;0;90;1
23/01/2018;300;0;91;0,7
23/01/2018;400;0;92;0,8
23/01/2018;500;0;93;1
23/01/2018;600;0;93;0,6
23/01/2018;700;0;93;1,9
23/01/2018;800;0;93;0,4
23/01/2018;900;0;93;0,8
23/01/2018;1000;0;93;1
